rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
Missing a Javadoc comment.;4959;165;4794;0.3;0.9972171808832426;0.0003469379014737771;0.9533333333333334;0.0038806813560198846;0.9627451060744239;0.008887033697551089;0.9579944945016795;0.005101575562411359
Parameter should be final;4959;164;4795;0.3;0.9969348659003832;0.00034693790147379255;0.9512195121951219;0.0060975609756097615;0.9559193731670538;0.006890682353139618;0.9535477904959831;0.005223472579913338
Class designed for extension without Javadoc;4959;217;4742;0.3;0.9974793305101836;0.00028872395771879403;0.9626728110599077;0.004347456742883252;0.9793926031341987;0.004715813555341139;0.9709510346086929;0.003329547657991135
'}' should be on the same line as the next part of a multi-block statement;4959;17;4942;0.3;0.9991933857632587;0.0001562001752856063;0.9176470588235295;0.028817526385684453;0.8575335397316822;0.02456933367771392;0.8863305322128852;0.022216423067752403
Hidden field;4959;48;4911;0.3;0.9942528735632183;0.0003521728008988057;0.6979166666666667;0.013975424859373685;0.7062673765158237;0.025855472082073606;0.7017333623191078;0.01386538566656915
Symbol is not followed by whitespace.;4959;66;4893;0.3;0.9931437789876991;0.0006049606775559583;0.7772727272727272;0.013636363636363624;0.7274360949435577;0.027918550207427856;0.7513263898160308;0.018950324896181914
Name must match pattern '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$';4959;7;4952;0.3;0.9997580157289775;8.066142367413322e-05;0.8571428571428571;0.0;0.9714285714285715;0.05714285714285716;0.9098901098901099;0.026373626373626367
Expected @param tag;4959;40;4919;0.3;0.9940915507158701;0.00028589326232620515;0.685;0.022912878474779172;0.621311956777073;0.0159387661178253;0.6515288042928015;0.01799587442489276
Avoid inline conditionals.;4959;9;4950;0.3;0.9998386771526517;0.00012099213551119979;0.9777777777777779;0.04444444444444447;0.9388888888888889;0.049999999999999996;0.9566907464740282;0.03301422076545015
Symbol is followed by whitespace.;4959;10;4949;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Symbol is preceded with whitespace.;4959;10;4949;0.3;0.9998991732204073;0.00010082677959266652;0.95;0.04999999999999999;1.0;0.0;0.9736842105263157;0.02631578947368418
"switch without ""default"" clause.";4959;1;4958;0.3;0.9994958661020366;0.0001008267795926665;0.0;0.0;0.0;0.0;0.0;0.0
Symbol is not preceded with whitespace.;4959;5;4954;0.3;0.9998185117967331;6.04960677555999e-05;0.8200000000000001;0.059999999999999984;1.0;0.0;0.9000000000000001;0.03333333333333332
Unused import;4959;2;4957;0.3;0.9990320629159106;8.06614236740888e-05;0.0;0.0;0.0;0.0;0.0;0.0
Expected an @return tag.;4959;25;4934;0.3;0.9988102440008066;0.00016750602667712496;0.9120000000000001;0.016000000000000014;0.8611176231176231;0.02472081843633849;0.8855668061128661;0.015003933194830902
Avoid nested blocks.;4959;3;4956;0.3;0.9991933857632589;0.00015620017528560626;0.16666666666666666;0.16666666666666669;0.21666666666666665;0.2242270674512285;0.18666666666666668;0.18808981306221179
Magic number;4959;1;4958;0.3;0.9997176850171405;9.878966496403874e-05;0.0;0.0;0.0;0.0;0.0;0.0
Symbol should be on a new line.;4959;2;4957;0.3;0.9992942125428513;0.00010082677959266652;0.0;0.0;0.0;0.0;0.0;0.0
File does not end with a newline.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'public' modifier.;4959;3;4956;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Expected @throws tag;4959;15;4944;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
'static' modifier out of order with the JLS suggestions.;4959;1;4958;0.3;0.9996773543053035;9.878966496403875e-05;0.0;0.0;0.0;0.0;0.0;0.0
First sentence should end with a period.;4959;1;4958;0.3;0.9997983464408146;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'private' modifier.;4959;1;4958;0.3;0.9997983464408146;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utility classes should not have a public or default constructor.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unknown tag;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Class should be declared as final;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'protected' modifier out of order with the JLS suggestions.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Method length greater than 150;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Inner assignments should be avoided.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unclosed HTML tag found;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Comment matches to-do format 'TODO:'.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'final' modifier.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Expression can be simplified.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Extra HTML tag found;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'public' modifier out of order with the JLS suggestions.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Array brackets at illegal position.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Unused @param tag;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
